sheet_name,scale,description,la,lo,date,timestamp
Артилерія та РСЗВ,,,47.26453,32.6054,2022-8-4,1659571200000
Артилерія та РСЗВ,,,47.286823,33.071037,2022-8-4,1659571200000
Артилерія та РСЗВ,,,46.959077,32.011812,2022-8-5,1659657600000
Артилерія та РСЗВ,,,46.706472,31.896191,2022-8-4,1659571200000
Артилерія та РСЗВ,,,47.035355,32.112348,2022-8-5,1659657600000
Артилерія та РСЗВ,,,46.86215,32.196443,2022-8-5,1659657600000
Артилерія та РСЗВ,,,46.80328,31.954482,2022-8-5,1659657600000
Артилерія та РСЗВ,,,47.098634,32.674144,2022-8-4,1659571200000
Артилерія та РСЗВ,,,47.14444,32.663701,2022-8-4,1659571200000
Артилерія та РСЗВ,,,47.167679,32.679529,2022-8-4,1659571200000
Артилерія та РСЗВ,,,47.098634,32.674144,2022-8-5,1659657600000
Артилерія та РСЗВ,,,47.198526,32.829574,2022-8-5,1659657600000
Артилерія та РСЗВ,,,46.959077,32.011812,2022-8-5,1659657600000
Артилерія та РСЗВ,,,46.966356,32.359167,2022-8-5,1659657600000
Артилерія та РСЗВ,,,46.780528,31.952911,2022-8-5,1659657600000
Артилерія та РСЗВ,,,47.14444,32.663701,2022-8-5,1659657600000
Артилерія та РСЗВ,,,47.167679,32.679529,2022-8-6,1659744000000
Артилерія та РСЗВ,,,47.109722,32.379444,2022-8-6,1659744000000
Артилерія та РСЗВ,,,47.098634,32.674144,2022-8-6,1659744000000
Артилерія та РСЗВ,,,47.14444,32.663701,2022-8-6,1659744000000
Артилерія та РСЗВ,,,47.123866,32.621648,2022-8-6,1659744000000
Артилерія та РСЗВ,,,47.198526,32.829574,2022-8-5,1659657600000
Артилерія та РСЗВ,,,46.959077,32.011812,2022-8-6,1659744000000
Артилерія та РСЗВ,,,46.959077,32.011812,2022-8-7,1659830400000
Артилерія та РСЗВ,,,46.885644,32.227655,2022-8-6,1659744000000
Артилерія та РСЗВ,,,46.985922,32.435539,2022-8-6,1659744000000
Артилерія та РСЗВ,,,46.987659,32.315543,2022-8-6,1659744000000
Артилерія та РСЗВ,,,46.966356,32.359167,2022-8-7,1659830400000
Артилерія та РСЗВ,,,46.72796,31.97235,2022-8-6,1659744000000
Артилерія та РСЗВ,,,46.696826,31.979453,2022-8-6,1659744000000
Артилерія та РСЗВ,,,47.198526,32.829574,2022-8-6,1659744000000
Артилерія та РСЗВ,,,47.307953,32.846669,2022-8-6,1659744000000
Артилерія та РСЗВ,,,47.123866,32.621648,2022-8-6,1659744000000
Артилерія та РСЗВ,,,47.604667,31.377889,2022-8-7,1659830400000
Артилерія та РСЗВ,,,46.959077,32.011812,2022-8-7,1659830400000
Артилерія та РСЗВ,,,46.959077,32.011812,2022-8-8,1659916800000
Артилерія та РСЗВ,,,47.051891,31.88553,2022-8-7,1659830400000
Артилерія та РСЗВ,,,46.780528,31.952911,2022-8-7,1659830400000
Артилерія та РСЗВ,,,47.04128,32.438662,2022-8-7,1659830400000
Артилерія та РСЗВ,,,47.39841,32.59419,2022-8-7,1659830400000
Артилерія та РСЗВ,,,47.098634,32.674144,2022-8-7,1659830400000
Артилерія та РСЗВ,,,47.14444,32.663701,2022-8-8,1659916800000
Артилерія та РСЗВ,,,47.167679,32.679529,2022-8-8,1659916800000
Артилерія та РСЗВ,,,47.098634,32.674144,2022-8-8,1659916800000
Артилерія та РСЗВ,,,47.307953,32.846669,2022-8-8,1659916800000
Артилерія та РСЗВ,,,46.959077,32.011812,2022-8-9,1660003200000
Артилерія та РСЗВ,,,46.780528,31.952911,2022-8-8,1659916800000
Артилерія та РСЗВ,,,46.80328,31.954482,2022-8-8,1659916800000
Артилерія та РСЗВ,,,46.72796,31.97235,2022-8-9,1660003200000
Артилерія та РСЗВ,,,46.86215,32.196443,2022-8-8,1659916800000
Артилерія та РСЗВ,,,47.198526,32.829574,2022-8-8,1659916800000
Артилерія та РСЗВ,,,47.307953,32.846669,2022-8-9,1660003200000
Артилерія та РСЗВ,,,47.167679,32.679529,2022-8-8,1659916800000
Артилерія та РСЗВ,,,46.959077,32.011812,2022-8-10,1660089600000
Артилерія та РСЗВ,,,46.86215,32.196443,2022-8-9,1660003200000
Артилерія та РСЗВ,,,46.826064,32.219268,2022-8-9,1660003200000
Артилерія та РСЗВ,,,46.86215,32.196443,2022-8-10,1660089600000
Артилерія та РСЗВ,,,46.987659,32.315543,2022-8-10,1660089600000
Артилерія та РСЗВ,,,47.04128,32.438662,2022-8-10,1660089600000
Артилерія та РСЗВ,,,46.80328,31.954482,2022-8-9,1660003200000
Артилерія та РСЗВ,,,46.80328,31.954482,2022-8-10,1660089600000
Артилерія та РСЗВ,,,47.167679,32.679529,2022-8-9,1660003200000
Артилерія та РСЗВ,,,47.098634,32.674144,2022-8-9,1660003200000
Артилерія та РСЗВ,,,47.198526,32.829574,2022-8-9,1660003200000
Артилерія та РСЗВ,,,46.896352,32.288157,2022-8-10,1660089600000
Артилерія та РСЗВ,,,46.987659,32.315543,2022-8-10,1660089600000
Артилерія та РСЗВ,,,46.987659,32.315543,2022-8-11,1660176000000
Артилерія та РСЗВ,,,46.839396,31.992933,2022-8-10,1660089600000
Артилерія та РСЗВ,,,47.098634,32.674144,2022-8-10,1660089600000
Артилерія та РСЗВ,,,47.331542,33.048818,2022-8-10,1660089600000
Артилерія та РСЗВ,,,47.286823,33.071037,2022-8-10,1660089600000
Артилерія та РСЗВ,,,47.307953,32.846669,2022-8-10,1660089600000
Артилерія та РСЗВ,,,46.959077,32.011812,2022-8-11,1660176000000
Артилерія та РСЗВ,,,46.839396,31.992933,2022-8-11,1660176000000
Артилерія та РСЗВ,,,46.896352,32.288157,2022-8-11,1660176000000
Артилерія та РСЗВ,,,46.80328,31.954482,2022-8-11,1660176000000
Артилерія та РСЗВ,,,46.987659,32.315543,2022-8-11,1660176000000
Артилерія та РСЗВ,,,46.966356,32.359167,2022-8-11,1660176000000
Артилерія та РСЗВ,,,46.706472,31.896191,2022-8-11,1660176000000
Артилерія та РСЗВ,,,47.331542,33.048818,2022-8-11,1660176000000
Артилерія та РСЗВ,,,47.286823,33.071037,2022-8-11,1660176000000
Артилерія та РСЗВ,,,47.307953,32.846669,2022-8-11,1660176000000
Артилерія та РСЗВ,,,47.167679,32.679529,2022-8-11,1660176000000
Артилерія та РСЗВ,,,47.123866,32.621648,2022-8-11,1660176000000
Артилерія та РСЗВ,,,46.93527,32.305433,2022-8-11,1660176000000
Артилерія та РСЗВ,,,46.640231,31.847701,2022-8-12,1660262400000
Артилерія та РСЗВ,,,46.780528,31.952911,2022-8-12,1660262400000
Артилерія та РСЗВ,,,46.987659,32.315543,2022-8-12,1660262400000
Артилерія та РСЗВ,,,47.307953,32.846669,2022-8-12,1660262400000
Артилерія та РСЗВ,,,47.331542,33.048818,2022-8-12,1660262400000
Артилерія та РСЗВ,,,47.286823,33.071037,2022-8-12,1660262400000
Артилерія та РСЗВ,,,47.155185,32.910984,2022-8-12,1660262400000
Артилерія та РСЗВ,,,47.098634,32.674144,2022-8-12,1660262400000
Артилерія та РСЗВ,,,47.14444,32.663701,2022-8-12,1660262400000
Артилерія та РСЗВ,,,46.959077,32.011812,2022-8-13,1660348800000
Артилерія та РСЗВ,,,46.959077,32.011812,2022-8-13,1660348800000
Артилерія та РСЗВ,,,46.959077,32.011812,2022-8-14,1660435200000
Артилерія та РСЗВ,,,47.04128,32.438662,2022-8-13,1660348800000
Артилерія та РСЗВ,,,46.780528,31.952911,2022-8-14,1660435200000
Артилерія та РСЗВ,,,47.098634,32.674144,2022-8-13,1660348800000
Артилерія та РСЗВ,,,47.167679,32.679529,2022-8-13,1660348800000
Артилерія та РСЗВ,,,47.098634,32.674144,2022-8-14,1660435200000
Артилерія та РСЗВ,,,47.307953,32.846669,2022-8-13,1660348800000
Артилерія та РСЗВ,,,47.331542,33.048818,2022-8-13,1660348800000
Артилерія та РСЗВ,,,47.286823,33.071037,2022-8-13,1660348800000
Артилерія та РСЗВ,,,46.959077,32.011812,2022-8-15,1660521600000
Артилерія та РСЗВ,,,46.885644,32.227655,2022-8-15,1660521600000
Артилерія та РСЗВ,,,47.098634,32.674144,2022-8-15,1660521600000
Артилерія та РСЗВ,,,47.167679,32.679529,2022-8-15,1660521600000
Артилерія та РСЗВ,,,47.307953,32.846669,2022-8-14,1660435200000
Артилерія та РСЗВ,,,47.261436,32.821056,2022-8-14,1660435200000
Артилерія та РСЗВ,,,47.27598,32.837025,2022-8-14,1660435200000
Артилерія та РСЗВ,,,47.04128,32.438662,2022-8-15,1660521600000
Артилерія та РСЗВ,,,46.72796,31.97235,2022-8-15,1660521600000
Артилерія та РСЗВ,,,47.098634,32.674144,2022-8-15,1660521600000
Артилерія та РСЗВ,,,47.14444,32.663701,2022-8-15,1660521600000
Артилерія та РСЗВ,,,47.14444,32.663701,2022-8-16,1660608000000
Артилерія та РСЗВ,,,47.198526,32.829574,2022-8-15,1660521600000
Артилерія та РСЗВ,,,47.331542,33.048818,2022-8-15,1660521600000
Артилерія та РСЗВ,,,47.286823,33.071037,2022-8-15,1660521600000
Артилерія та РСЗВ,,,47.307953,32.846669,2022-8-16,1660608000000
Артилерія та РСЗВ,,,46.959077,32.011812,2022-8-16,1660608000000
Артилерія та РСЗВ,,,47.04128,32.438662,2022-8-16,1660608000000
Артилерія та РСЗВ,,,46.632603,31.738128,2022-8-16,1660608000000
Артилерія та РСЗВ,,,47.098634,32.674144,2022-8-16,1660608000000
Артилерія та РСЗВ,,,47.098634,32.674144,2022-8-17,1660694400000
Артилерія та РСЗВ,,,47.198526,32.829574,2022-8-16,1660608000000
Артилерія та РСЗВ,,,47.06066,32.376822,2022-8-17,1660694400000
Артилерія та РСЗВ,,,46.86215,32.196443,2022-8-17,1660694400000
Артилерія та РСЗВ,,,47.098634,32.674144,2022-8-17,1660694400000
Артилерія та РСЗВ,,,47.098634,32.674144,2022-8-18,1660780800000
Артилерія та РСЗВ,,,47.198526,32.829574,2022-8-17,1660694400000
Артилерія та РСЗВ,,,46.959077,32.011812,2022-8-18,1660780800000
Артилерія та РСЗВ,,,47.123866,32.621648,2022-8-18,1660780800000
Артилерія та РСЗВ,,,47.198526,32.829574,2022-8-18,1660780800000
Артилерія та РСЗВ,,,46.987659,32.315543,2022-8-19,1660867200000
Артилерія та РСЗВ,,,47.14444,32.663701,2022-8-19,1660867200000
Артилерія та РСЗВ,,,47.098634,32.674144,2022-8-19,1660867200000
Артилерія та РСЗВ,,,47.098634,32.674144,2022-8-20,1660953600000
Артилерія та РСЗВ,,,47.167679,32.679529,2022-8-19,1660867200000
Артилерія та РСЗВ,,,47.198526,32.829574,2022-8-19,1660867200000
Артилерія та РСЗВ,,,47.187785,32.874432,2022-8-20,1660953600000
Артилерія та РСЗВ,,,46.896352,32.288157,2022-8-20,1660953600000
Артилерія та РСЗВ,,,46.908381,32.2575,2022-8-20,1660953600000
Артилерія та РСЗВ,,,47.168671,32.446554,2022-8-20,1660953600000
Артилерія та РСЗВ,,,47.14444,32.663701,2022-8-20,1660953600000
Артилерія та РСЗВ,,,47.098634,32.674144,2022-8-20,1660953600000
Артилерія та РСЗВ,,,47.098634,32.674144,2022-8-21,1661040000000
Артилерія та РСЗВ,,,47.198526,32.829574,2022-8-20,1660953600000
Артилерія та РСЗВ,,,46.959077,32.011812,2022-8-22,1661126400000
Артилерія та РСЗВ,,,46.987659,32.315543,2022-8-21,1661040000000
Артилерія та РСЗВ,,,47.40372,32.438221,2022-8-21,1661040000000
Артилерія та РСЗВ,,,47.123866,32.621648,2022-8-21,1661040000000
Артилерія та РСЗВ,,,47.098634,32.674144,2022-8-21,1661040000000
Артилерія та РСЗВ,,,47.168671,32.446554,2022-8-21,1661040000000
Артилерія та РСЗВ,,,47.198526,32.829574,2022-8-21,1661040000000
Артилерія та РСЗВ,,,47.168671,32.446554,2022-8-22,1661126400000
Артилерія та РСЗВ,,,47.14444,32.663701,2022-8-22,1661126400000
Артилерія та РСЗВ,,,47.098634,32.674144,2022-8-23,1661212800000
Артилерія та РСЗВ,,,47.307953,32.846669,2022-8-22,1661126400000
Артилерія та РСЗВ,,,47.167679,32.679529,2022-8-23,1661212800000
Артилерія та РСЗВ,,,47.14444,32.663701,2022-8-23,1661212800000
Артилерія та РСЗВ,,,47.098634,32.674144,2022-8-23,1661212800000
Артилерія та РСЗВ,,,47.098634,32.674144,2022-8-23,1661212800000
Артилерія та РСЗВ,,,47.123866,32.621648,2022-8-23,1661212800000
Артилерія та РСЗВ,,,47.26453,32.6054,2022-8-24,1661299200000
Артилерія та РСЗВ,,,47.198526,32.829574,2022-8-23,1661212800000
Артилерія та РСЗВ,,,47.261436,32.821056,2022-8-24,1661299200000
Артилерія та РСЗВ,,,47.307953,32.846669,2022-8-24,1661299200000
Артилерія та РСЗВ,,,47.690774,32.516459,2022-8-24,1661299200000
Артилерія та РСЗВ,,,46.959077,32.011812,2022-8-24,1661299200000
Артилерія та РСЗВ,,,46.885644,32.227655,2022-8-24,1661299200000
Артилерія та РСЗВ,,,46.966356,32.359167,2022-8-24,1661299200000
Артилерія та РСЗВ,,,47.123866,32.621648,2022-8-24,1661299200000
Артилерія та РСЗВ,,,47.14444,32.663701,2022-8-24,1661299200000
Артилерія та РСЗВ,,,47.307953,32.846669,2022-8-25,1661385600000
Артилерія та РСЗВ,,,47.331542,33.048818,2022-8-24,1661299200000
Артилерія та РСЗВ,,,47.286823,33.071037,2022-8-24,1661299200000
Артилерія та РСЗВ,,,46.696826,31.979453,2022-8-25,1661385600000
Артилерія та РСЗВ,,,47.098634,32.674144,2022-8-25,1661385600000
Артилерія та РСЗВ,,,47.098634,32.674144,2022-8-26,1661472000000
Артилерія та РСЗВ,,,47.14444,32.663701,2022-8-25,1661385600000
Артилерія та РСЗВ,,,47.14444,32.663701,2022-8-26,1661472000000
Артилерія та РСЗВ,,,47.198526,32.829574,2022-8-25,1661385600000
Артилерія та РСЗВ,,,47.307953,32.846669,2022-8-25,1661385600000
Артилерія та РСЗВ,,,46.959077,32.011812,2022-8-26,1661472000000
Артилерія та РСЗВ,,,46.959077,32.011812,2022-8-27,1661558400000
Артилерія та РСЗВ,,,47.04128,32.438662,2022-8-26,1661472000000
Артилерія та РСЗВ,,,47.04128,32.438662,2022-8-26,1661472000000
Артилерія та РСЗВ,,,47.14444,32.663701,2022-8-26,1661472000000
Артилерія та РСЗВ,,,47.098634,32.674144,2022-8-27,1661558400000
Артилерія та РСЗВ,,,47.167679,32.679529,2022-8-27,1661558400000
Артилерія та РСЗВ,,,47.198526,32.829574,2022-8-26,1661472000000
Артилерія та РСЗВ,,,47.307953,32.846669,2022-8-26,1661472000000
Артилерія та РСЗВ,,,46.93527,32.305433,2022-8-27,1661558400000
Артилерія та РСЗВ,,,47.187785,32.874432,2022-8-27,1661558400000
Артилерія та РСЗВ,,,47.04128,32.438662,2022-8-27,1661558400000
Артилерія та РСЗВ,,,47.098634,32.674144,2022-8-27,1661558400000
Артилерія та РСЗВ,,,47.098634,32.674144,2022-8-27,1661558400000
Артилерія та РСЗВ,,,47.098634,32.674144,2022-8-28,1661644800000
Артилерія та РСЗВ,,,47.198526,32.829574,2022-8-27,1661558400000
Артилерія та РСЗВ,,,46.959077,32.011812,2022-8-28,1661644800000
Артилерія та РСЗВ,,,46.959077,32.011812,2022-8-28,1661644800000
Артилерія та РСЗВ,,,47.04128,32.438662,2022-8-28,1661644800000
Артилерія та РСЗВ,,,46.887668,32.271986,2022-8-28,1661644800000
Артилерія та РСЗВ,,,46.885644,32.227655,2022-8-28,1661644800000
Артилерія та РСЗВ,,,46.606658,31.565892,2022-8-28,1661644800000
Артилерія та РСЗВ,,,47.307953,32.846669,2022-8-28,1661644800000
Артилерія та РСЗВ,,,47.261436,32.821056,2022-8-29,1661731200000
Артилерія та РСЗВ,,,47.14444,32.663701,2022-8-29,1661731200000
Артилерія та РСЗВ,,,47.167679,32.679529,2022-8-29,1661731200000
Артилерія та РСЗВ,,,47.123866,32.621648,2022-8-29,1661731200000
Артилерія та РСЗВ,,,46.606658,31.565892,2022-8-29,1661731200000
Артилерія та РСЗВ,,,47.06066,32.376822,2022-8-29,1661731200000
Артилерія та РСЗВ,,,47.049012,32.179163,2022-8-29,1661731200000
Артилерія та РСЗВ,,,47.198526,32.829574,2022-8-29,1661731200000
Артилерія та РСЗВ,,,46.959077,32.011812,2022-8-30,1661817600000
Артилерія та РСЗВ,,,46.966356,32.359167,2022-8-30,1661817600000
Артилерія та РСЗВ,,,47.307953,32.846669,2022-8-30,1661817600000
Артилерія та РСЗВ,,,47.261436,32.821056,2022-8-30,1661817600000
Артилерія та РСЗВ,,,47.286823,33.071037,2022-8-30,1661817600000
Артилерія та РСЗВ,,,47.14444,32.663701,2022-8-30,1661817600000
Артилерія та РСЗВ,,,47.14444,32.663701,2022-8-31,1661904000000
Артилерія та РСЗВ,,,47.098634,32.674144,2022-8-31,1661904000000
Артилерія та РСЗВ,,,46.966356,32.359167,2022-8-31,1661904000000
Артилерія та РСЗВ,,,47.04128,32.438662,2022-8-31,1661904000000
Артилерія та РСЗВ,,,47.187785,32.874432,2022-8-31,1661904000000
Артилерія та РСЗВ,,,46.923268,32.470676,2022-8-31,1661904000000
Артилерія та РСЗВ,,,46.659323,31.634256,2022-8-31,1661904000000
Артилерія та РСЗВ,,,47.307953,32.846669,2022-8-31,1661904000000
Артилерія та РСЗВ,,,47.261436,32.821056,2022-8-31,1661904000000
Артилерія та РСЗВ,,,47.286823,33.071037,2022-8-31,1661904000000
Артилерія та РСЗВ,,,47.098634,32.674144,2022-8-31,1661904000000
Загиблі цивільні,1.0,Внаслідок масованого обстрілу Миколаєва одна людина загинула,46.959077,32.011812,2022-8-5,1659657600000
Загиблі цивільні,1.0,Через обстріл Березнегуватого загинула одна людина,47.307953,32.846669,2022-8-6,1659744000000
Загиблі цивільні,1.0,Внаслідок обстрілу села Галицинове було вбито одну людину,46.780528,31.952911,2022-8-7,1659830400000
Загиблі цивільні,1.0,Ввечері внаслідок обстрілів смт Березнегувате загинула жінка,47.307953,32.846669,2022-8-11,1660176000000
Загиблі цивільні,1.0,Внаслідок обстрілів села Веселий Кут загинула жінка,47.155185,32.910984,2022-8-12,1660262400000
Загиблі цивільні,1.0,Під обстріл потрапило смт Березнегувате. Внаслідок чого одна людина загинула ,47.307953,32.846669,2022-8-16,1660608000000
Загиблі цивільні,1.0,Зафіксовані ворожі обстріли смт Первомайське одна людина загинула,47.04128,32.438662,2022-8-26,1661472000000
Загиблі цивільні,1.0,Ворог здійснював обстріли Шевченківської громади. Внаслідок обстрілів у селищі Любомирівка одна людина загинула,47.187785,32.874432,2022-8-28,1661644800000
Загиблі цивільні,2.0,Миколаїв зазнав масований обстріл шістнадцятьма зенітними ракетами С-300. Внаслідок чого дві людини загинуло,46.959077,32.011812,2022-8-29,1661731200000
Загиблі цивільні,1.0,Ворог обстріляв об’єкти інфраструктури Миколаєва. Є один загиблий ,46.959077,32.011812,2022-8-30,1661817600000
Поранені цивільні,3.0,Внаслідок масованих обстрілів Миколаєва поранено три людини,46.959077,32.011812,2022-8-1,1659312000000
Поранені цивільні,1.0,Внаслідок обстрілу Миколаєва був поранений охоронець одного з гуртожитків,46.959077,32.011812,2022-8-2,1659398400000
Поранені цивільні,1.0,Через обстріли с. Галицинове поранено одну людину,46.780528,31.952911,2022-8-3,1659484800000
Поранені цивільні,2.0,"Було обстріляно село Зоря, як наслідок поранено дві людини",46.896352,32.288157,2022-8-3,1659484800000
Поранені цивільні,3.0,В селі Парутине внаслідок обстрілу троє людей зазнали поранень,46.706472,31.896191,2022-8-4,1659571200000
Поранені цивільні,21.0,"Внаслідок масованого обстрілу Миколаєва поранено двадцять одна, серед яких 13-річний підліток",46.959077,32.011812,2022-8-5,1659657600000
Поранені цивільні,2.0,Через ракетний обстріл Миколаєва важко поранені дві людини,46.959077,32.011812,2022-8-6,1659744000000
Поранені цивільні,1.0,Внаслідок обстрілів села Новомиколаєвка поранено одну людину,46.966356,32.359167,2022-8-7,1659830400000
Поранені цивільні,1.0,Через обстріл Березнегуватого поранено 5 людей,47.307953,32.846669,2022-8-6,1659744000000
Поранені цивільні,3.0,"В Миколаєві поранено 3 людей через ворожі обстріли, серед них дівчинка 13 років",46.959077,32.011812,2022-8-10,1660089600000
Поранені цивільні,1.0,У Миколаєві поранення отримала одна цивільна особа внаслідок ворожого обстрілу,46.959077,32.011812,2022-8-13,1660348800000
Поранені цивільні,1.0,Під обстріл потрапило смт Березнегувате. Внаслідок чого одну людину поранено.,47.307953,32.846669,2022-8-16,1660608000000
Поранені цивільні,1.0,Внаслідок ворожих обстрілів в с. Червоне Воскресенської громади зазнала поранень одна людина,47.06066,32.376822,2022-8-17,1660694400000
Поранені цивільні,1.0,Місто зазнало обстрілів ракетами типу С-300. Одна людина отримали поранення,46.959077,32.011812,2022-8-19,1660867200000
Поранені цивільні,3.0,В результаті влучання касетних боєприпасів РСЗВ «Смерч» по селу Галицинове три людини отримали поранення.,46.780528,31.952911,2022-8-18,1660780800000
Поранені цивільні,3.0,Касетними снарядами обстріляно смт Первомайське. Дві людини зазнали поранень,47.04128,32.438662,2022-8-19,1660867200000
Поранені цивільні,1.0,"Було обстріляно с. Любомирівка, одна людина зазнала поранень",47.187785,32.874432,2022-8-20,1660953600000
Поранені цивільні,14.0,"Був нанесений ракетою типу «Калібр» по місту Вознесенськ. Відомо, що поранення отримали 14 людей, серед яких троє дітей",47.569273,31.332095,2022-8-20,1660953600000
Поранені цивільні,1.0,Ворог обстріляв місто Баштанка. У результаті чого одна дитина отримала легке поранення,47.40372,32.438221,2022-8-21,1661040000000
Поранені цивільні,9.0,"Були обстріли м. Новий Буг. Внаслідок цього 9 людей, з них 2 дітей отримали поранення",47.690774,32.516459,2022-8-24,1661299200000
Поранені цивільні,1.0,Обстрілів зазнало смт Березнегувате. Поранення отримала жінка,47.307953,32.846669,2022-8-26,1661472000000
Поранені цивільні,1.0,Під ворожими обстрілами були с. Оленівка та с-ще Любомирівка. Одна людина зазнала поранень,46.93527,32.305433,2022-8-27,1661558400000
Поранені цивільні,1.0,Ворог здійснював обстріли Шевченківської громади. У с. Котляреве одна людина зазнала важких поранень,46.885644,32.227655,2022-8-28,1661644800000
Поранені цивільні,24.0,Миколаїв зазнав масований обстріл шістнадцятьма зенітними ракетами С-300. Внаслідок чого 24 людини отримали поранення,46.959077,32.011812,2022-8-29,1661731200000
Поранені цивільні,2.0,Ворог обстріляв об’єкти інфраструктури Миколаєва. Є двоє поранених,46.959077,32.011812,2022-8-30,1661817600000
Житлові будинки,,Внаслідок масованих обстрілів Миколаєва уражено приватні будинки,46.959077,32.011812,2022-8-1,1659312000000
Житлові будинки,,Внаслідок обстрілу Миколаєва пошкоджено житлові будинки,46.959077,32.011812,2022-8-2,1659398400000
Житлові будинки,,У селі Котляреве через обстріли загорілись житлові приміщення,46.885644,32.227655,2022-8-1,1659312000000
Житлові будинки,,Внаслідок обстрілу Миколаєву були пошкоджені житлові будинки,46.959077,32.011812,2022-8-2,1659398400000
Житлові будинки,,У Миколаєві через обстріли пошкоджено багатоповерхові будинки,46.959077,32.011812,2022-8-3,1659484800000
Житлові будинки,,Через обстріли Миколаєва пошкоджено житлові будинки,46.959077,32.011812,2022-8-4,1659571200000
Житлові будинки,,У селі Лупареве пошкоджено житлові та нежитлові будинки,46.696826,31.979453,2022-8-3,1659484800000
Житлові будинки,,У селі Шевченкове через потрапляння боєприпасів виникло загоряння житлового будинку,46.86215,32.196443,2022-8-3,1659484800000
Житлові будинки,,Ворог влучив у приватний будинок та пошкодив будинки навколо у Миколаєві,46.959077,32.011812,2022-8-5,1659657600000
Житлові будинки,,Внаслідок обстрілу села Зайчівське відбулось займання житлового будинку,47.035355,32.112348,2022-8-5,1659657600000
Житлові будинки,,У селі Шевченкове пошкоджено житлові будинки,46.86215,32.196443,2022-8-5,1659657600000
Житлові будинки,,У селі Широке ворог зруйнував лінію електропередач,47.098634,32.674144,2022-8-4,1659571200000
Житлові будинки,,У Миколаєві пошкоджено 21 житловий будинок внаслідок масованого обстрілу. У 5 багатоповерхівка вибиті вікна,46.959077,32.011812,2022-8-5,1659657600000
Житлові будинки,,У селі Новомиколаївка внаслідок ворожого обстрілу загорівся будинок,46.966356,32.359167,2022-8-5,1659657600000
Житлові будинки,,У селі Червона Долина внаслідок обстрілу було пошкоджено житловий будинок,47.14444,32.663701,2022-8-5,1659657600000
Житлові будинки,,Внаслідок обстрілу повністю знищений житловий будинок у селі Котляреве,46.885644,32.227655,2022-8-6,1659744000000
Житлові будинки,,Внаслідок обстрілів села Новомиколаєвка пошкоджено житловий будинок,46.966356,32.359167,2022-8-7,1659830400000
Житлові будинки,,Через обстріл Березнегуватого пошкоджено житлові будинки,47.307953,32.846669,2022-8-6,1659744000000
Житлові будинки,,У селі Таборівка окупанти внаслідок обстрілів зруйнували три житлових будинку,47.604667,31.377889,2022-8-7,1659830400000
Житлові будинки,,Внаслідок обстрілу смт. Первомайське сталась пожежа житлового будинку,47.04128,32.438662,2022-8-7,1659830400000
Житлові будинки,,"Ворог пошкодив житлові будинки, обстрілявши смт. Березнегувате",47.307953,32.846669,2022-8-9,1660003200000
Житлові будинки,,В Миколаєві пошкоджено житлові будинки внаслідок обстрілу,46.959077,32.011812,2022-8-10,1660089600000
Житлові будинки,,У селі Шевченкове пошкоджено житлові будинки,46.86215,32.196443,2022-8-9,1660003200000
Житлові будинки,,У селищі Луч пошкоджено житлові будинки,46.826064,32.219268,2022-8-9,1660003200000
Житлові будинки,,У Галицинівській громаді внаслідок обстрілів пошкоджено житлові будинки ,46.80328,31.954482,2022-8-9,1660003200000
Житлові будинки,,У Галицинівській громаді внаслідок обстрілів пошкоджено житлові будинки ,46.80328,31.954482,2022-8-10,1660089600000
Житлові будинки,,У селі Зоря зруйновано житлові будинки внаслідок обстрілу,46.896352,32.288157,2022-8-10,1660089600000
Житлові будинки,,У селищі Широке внаслідок обстрілу зруйновані два житлові будинки,47.098634,32.674144,2022-8-10,1660089600000
Житлові будинки,,У місті Миколаїв через ворожі обстріли виникла пожежа житлового будинку у Корабельному районі міста ,46.959077,32.011812,2022-8-11,1660176000000
Житлові будинки,,Внаслідок обстрілів с. Зоря зруйновано два житлових будинки,46.896352,32.288157,2022-8-11,1660176000000
Житлові будинки,,У селищі Березнегувате внаслідок пошкоджено житлові будинки,47.307953,32.846669,2022-8-11,1660176000000
Житлові будинки,,Внаслідок обстрілі пошкоджено житлові будинки у селі Поляна,47.167679,32.679529,2022-8-11,1660176000000
Житлові будинки,,Внаслідок обстрілів села Веселий Кут пошкоджено житлові будинки.,47.155185,32.910984,2022-8-12,1660262400000
Житлові будинки,,Нанесено удар по житловим кварталам Миколаєва. Пошкоджень зазнали кілька будівельМиколаїв,46.959077,32.011812,2022-8-13,1660348800000
Житлові будинки,,Внаслідок російського обстрілу пошкоджено житловий будинок у селі Первомайське,47.04128,32.438662,2022-8-13,1660348800000
Житлові будинки,,Пошкоджено три житлових будинки у селі Широке,47.098634,32.674144,2022-8-13,1660348800000
Житлові будинки,,"Обстрілів зазнало с. Поляна, внаслідок чого пошкоджені житлові будинки",47.167679,32.679529,2022-8-15,1660521600000
Житлові будинки,,"Зафіксовано ворожі обстріли смт Первомайське. Внаслідок яких частково зруйновано заклад освіти, приватні будинки ",47.04128,32.438662,2022-8-15,1660521600000
Житлові будинки,,Були обстріли с. Широке. Зруйновано один житловий будинок,47.098634,32.674144,2022-8-15,1660521600000
Житлові будинки,,Під обстріл потрапило смт Березнегувате. Є зруйновані житлові будинки.,47.307953,32.846669,2022-8-16,1660608000000
